"Nhood","logFC","logCPM","F","PValue","FDR","SpatialFDR","Nhood_center","Celltype","Celltype_fraction"
7294,1.36629388168578,6.64590897418979,6.05274723178392,0.0146402052739849,0.0357785692992852,0.0356039289791827,"39802","Intermediate monocytes",0.577235772357724
7295,1.3274592858559,6.6123750637737,7.16231800126305,0.00790950223706356,0.0214742454070874,0.0212388984428979,"223819","CD4 Naive",0.3375
7296,-0.0681356004753194,6.72535057515468,0.0176225128806676,0.894492079277348,0.926084819328452,0.925436891764666,"393243","CD8 Naive",0.184782608695652
7297,-0.00839404041290714,6.68173974430571,0.000174379914193045,0.989473947072731,0.992815668173948,0.992995345508059,"142470","CD16 Monocyte",0.33695652173913
7298,1.23607853293005,6.65824282384932,6.37902049520775,0.0121317024738252,0.0306801413547452,0.0304324841334793,"111213","CD14 Monocyte",0.853658536585366
7299,1.22564727209882,6.53346562392703,6.74376978835428,0.00993352314204434,0.0259609873643498,0.025720777791573,"377024","CD8 Tem GZMB+",0.194805194805195
7300,0.297584593367266,6.7525205840062,0.309463406703568,0.578488523588465,0.67552826131693,0.675522077928508,"473114","Platelets",0.305555555555556
7301,-1.91302645686522,6.81282944975776,16.0041106711602,8.20746155608334e-05,0.000435044215179546,0.000414024487130287,"147412","Atypical memory B",0.369369369369369
7302,-0.612179505833862,6.82511299180924,1.44919925022754,0.229731645364422,0.331153096212987,0.331591081906243,"55253","CD14 Monocyte",0.88034188034188
7303,-1.68977524801698,6.71240098569369,12.8620449802726,0.000399229823248203,0.00170778679463287,0.00165190656643525,"54203","CD14 Monocyte",0.932203389830508
7304,-3.78300106678404,6.79117100621735,73.2381733297064,9.46167983327292e-16,3.70841794568453e-14,3.29797901431943e-14,"398052","NK CD56dim CD57-",0.727941176470588
7305,-3.06319302786295,6.71166644190704,45.9901826938687,7.72358874358569e-11,1.34648715892833e-09,1.17478380421272e-09,"50951","CD14 Monocyte",0.94
7306,0.173805159555946,6.88203298855958,0.0915691227661692,0.762447636142602,0.826670983452266,0.826022838447519,"36321","CD14 Monocyte",0.924242424242424
7307,-1.60143365233402,6.69185732341776,13.1932553901109,0.000337320314269545,0.00147619956419214,0.00142190449336997,"380533","NK CD56dim CD57-",0.383561643835616
7308,-0.451723973710815,6.7427439771516,0.907604955767756,0.34161960125765,0.45254081764534,0.452859182959208,"277438","CD4 Tfh",0.211764705882353
7309,-2.1541945886463,6.84769927296581,18.3950467674326,2.54189826801229e-05,0.000155310793697293,0.000146139418573269,"405536","NK CD56dim CD57int",0.404580152671756
7310,0.814323455919579,6.6979018490953,2.58396215799174,0.109142972275727,0.183624544621911,0.183755676153963,"316481","CD14 Monocyte",0.2
7311,2.99508348812591,6.63739613182111,29.6758821801714,1.74573928626061e-07,1.92543150770641e-06,1.77080789936652e-06,"30546","CD14 Monocyte",0.922077922077922
7312,0.884365674379823,6.7549871378219,2.8630579301647,0.0918115134011638,0.160051773236839,0.160122909325574,"1234","CD14 Monocyte",0.98
7313,1.06135526534764,6.74140277695203,4.08657663929817,0.044231081175324,0.0885086915034238,0.0884758223983677,"427532","NK CD56dim CD57+",0.262295081967213
7314,-0.530199879908113,6.82674293165722,1.2877579343036,0.257487844514267,0.362106141904231,0.362453160427405,"409625","NK CD56dim CD57low",0.210526315789474
7315,-2.544926309471,6.80467193692936,27.8118656247228,2.78040780989725e-07,2.91255877896717e-06,2.69416368967939e-06,"53162","CD16 Monocyte",0.984732824427481
7316,0.377143646621748,6.77152476484819,0.599758547649346,0.439361180372415,0.549180006908265,0.549593843837718,"478260","Platelets",0.6
7317,-1.60349405612504,7.00235743443451,10.2801409378043,0.00150979865354896,0.00533497413530962,0.0052267303611712,"80900","CD14 Monocyte",0.981132075471698
7318,-2.645931210574,6.82599278293882,32.6396545432399,2.97814320599729e-08,3.92695302258839e-07,3.52789735639617e-07,"397523","NK CD56dim CD57low",0.358208955223881
7319,-0.455233833473018,6.59424243073209,1.04896652367937,0.306680062766087,0.416214080161198,0.416502361106046,"217546","CD4 Naive",0.815384615384615
7320,0.508750711812379,6.62025221352084,1.17472464734327,0.279418562426055,0.386669419318024,0.387346877358934,"462907","CD14 Monocyte",0.348484848484849
7321,0.613256570901579,6.68106195320142,1.48036823572967,0.224800392230146,0.325811108865332,0.326376401523361,"104104","CD14 Monocyte",0.211764705882353
7322,-0.0911783907505762,6.95243709348946,0.0340461155358784,0.853750008248301,0.896163084844633,0.895222360161273,"109003","CD14 Monocyte",0.904458598726115
7323,0.0417901871229084,6.7794337024754,0.00798610312238771,0.928859399845866,0.949952398291152,0.949950615247934,"277543","CD4 Naive",0.568627450980392
7324,-5.59906231991605,7.28293869387883,119.209238371164,3.7025582037147e-23,7.336238538051e-21,8.04087706171558e-21,"137224","CD14 Monocyte",0.316831683168317
7325,3.99169282775898,6.99924295255224,26.0417038301687,1.41297074596601e-06,1.180171974172e-05,1.09755743609147e-05,"72121","Platelets",0.619565217391304
7326,2.14475688289579,6.61687400711759,16.7848137759175,5.56944842822894e-05,0.000310302462087371,0.000293850595529303,"350817","CD8 Tem GZMB+",0.307692307692308
7327,2.74182918917158,6.64256662723341,24.7854340918356,1.1850802369531e-06,1.01705913156179e-05,9.45999019776738e-06,"27249","Intermediate monocytes",0.842105263157895
7328,-4.6015281592437,6.83904329270323,115.637090351332,1.28925360924753e-22,1.98021233642165e-20,2.08266349261585e-20,"24697","CD14 Monocyte",0.979310344827586
7329,0.942037963557861,6.62819597213464,3.1080518317224,0.0791294297848547,0.141948356721583,0.141870110541414,"63685","CD14 Monocyte",0.939393939393939
7330,-4.31800840186739,6.96384747803881,88.3189019217365,2.7298599281176e-18,1.52915993141315e-16,1.37107726104621e-16,"396675","NK CD56dim CD57-",0.324324324324324
7331,-3.28391784556618,6.76161782211792,51.7994315809462,6.34042760103422e-12,1.25860603972728e-10,1.0976252544631e-10,"356532","NK CD56dim CD57int",0.454545454545455
7332,-4.07656334416173,6.64014226376678,119.30990064519,3.57526395924136e-23,7.25854250688096e-21,8.02037758938304e-21,"296966","CD4 Naive",0.797872340425532
7333,-1.13388381284428,6.84220212988502,4.89522668578945,0.0278060262938074,0.0605702546079866,0.0605112912304903,"421892","NK CD56dim CD57low",0.310344827586207
7334,0.608277867129181,6.56528981263581,1.6793345731106,0.196141437236641,0.292811854188505,0.293335296266169,"135913","IgM Plasma B Cell",0.193548387096774
7335,0.536754659616177,6.99060232596622,0.95436308656283,0.329504899630436,0.440047073079474,0.440476972379791,"144302","Switched memory B",0.32972972972973
7336,1.46341096791825,6.97591908577537,6.42167589108728,0.0118547177717362,0.0301083780526404,0.0298613870271243,"126855","Switched memory B",0.4
7337,1.53916076571844,6.66250494438033,9.69861282727476,0.00204657875783716,0.00687225636798546,0.00675392075840538,"241996","CD4 Naive",0.319148936170213
7338,0.732109271319766,6.67488620431093,2.01468976749379,0.156961941106255,0.245645276334008,0.246175049359659,"128414","Naive-IFN B",0.37962962962963
7339,2.07769968206802,6.94530443814427,12.0933662303998,0.000591964001579869,0.00238845959039129,0.00231866474653224,"127111","cDC2",0.273972602739726
7340,0.644111772022377,6.68883836945321,1.71743974983672,0.191158607803327,0.287070836367323,0.287712066451466,"107415","CD14 Monocyte",0.685393258426966
7341,-0.262431373279052,6.76295711724414,0.297371395171937,0.585994115854273,0.681906357113007,0.682026237505025,"287835","ILC1",0.238532110091743
7342,1.3668453346828,6.91374804171716,5.91408424658601,0.01568377415414,0.0378253989986491,0.0376851291563655,"368633","CD8 Tcm CCR4-",0.269767441860465
7343,0.757803593339775,6.67876956324838,2.10281856678091,0.148213060042683,0.234615648799413,0.235017673968222,"417943","NK CD56dim CD57+",0.216867469879518
7344,-1.5131639175151,6.72558986140201,9.74503360919461,0.00199838391589911,0.00673872829220184,0.0066216683956099,"52502","CD14 Monocyte",0.836538461538462
7345,0.454852947039226,6.62259661163248,0.843058407571516,0.359363430140369,0.470506506224318,0.470858345884163,"34262","CD14 Monocyte",0.909090909090909
7346,-4.13709398489845,6.61998295932418,81.2807238413719,1.15653795917257e-13,2.90261826308332e-12,2.52491657366008e-12,"143843","Atypical memory B",0.325581395348837
7347,-2.18771272436567,6.78978826719139,19.4211843223483,1.53876544040633e-05,9.92836198315646e-05,9.30279160917342e-05,"49751","Intermediate monocytes",0.990825688073395
7348,0.800200008449219,6.79494506821481,2.15323955468424,0.143464718448766,0.228636653719218,0.229009030955074,"33871","CD14 Monocyte",0.942307692307692
7349,-0.455686501897366,6.76383322329898,0.808157792344822,0.369482293125148,0.480443426395508,0.480990740799755,"184588","Naive-IFN B",0.333333333333333
7350,0.442501153116408,6.61503435897817,0.815844666806801,0.36721892787186,0.478197158805781,0.478676313598613,"85619","CD14 Monocyte",0.146666666666667
7351,-0.0988827179846001,6.80628272194165,0.0381040978643908,0.845383970360637,0.889993794362546,0.889209266549056,"353238","MAIT",0.460176991150442
7352,-2.55565159423894,6.65361417257641,35.0686402462378,9.84634714769798e-09,1.38953360207547e-07,1.23834147823613e-07,"251566","CD4 Temra",0.484536082474227
